@RELATION chess_t_1_k_1

@ATTRIBUTE n1_total_closeness_centrality_1 NUMERIC
@ATTRIBUTE n1_negras_closeness_centrality_1 NUMERIC
@ATTRIBUTE n1_tablas_closeness_centrality_1 NUMERIC
@ATTRIBUTE n1_blancas_closeness_centrality_1 NUMERIC
@ATTRIBUTE n1_total_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n1_negras_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n1_tablas_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n1_blancas_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n1_total_degree_weighted_1 NUMERIC
@ATTRIBUTE n1_total_degree_unweighted_1 NUMERIC
@ATTRIBUTE n1_negras_degree_1 NUMERIC
@ATTRIBUTE n1_tablas_degree_1 NUMERIC
@ATTRIBUTE n1_blancas_degree_1 NUMERIC
@ATTRIBUTE n1_total_in_degree_weighted_1 NUMERIC
@ATTRIBUTE n1_total_in_degree_unweighted_1 NUMERIC
@ATTRIBUTE n1_negras_in_degree_1 NUMERIC
@ATTRIBUTE n1_tablas_in_degree_1 NUMERIC
@ATTRIBUTE n1_blancas_in_degree_1 NUMERIC
@ATTRIBUTE n1_total_out_degree_weighted_1 NUMERIC
@ATTRIBUTE n1_total_out_degree_unweighted_1 NUMERIC
@ATTRIBUTE n1_negras_out_degree_1 NUMERIC
@ATTRIBUTE n1_tablas_out_degree_1 NUMERIC
@ATTRIBUTE n1_blancas_out_degree_1 NUMERIC
@ATTRIBUTE n1_total_eigenvector_centrality_weighted_1 NUMERIC
@ATTRIBUTE n1_total_eigenvector_centrality_unweighted_1 NUMERIC
@ATTRIBUTE n1_total_katz_centrality_weighted_1 NUMERIC
@ATTRIBUTE n1_total_katz_centrality_unweighted_1 NUMERIC
@ATTRIBUTE n1_negras_katz_centrality_1 NUMERIC
@ATTRIBUTE n1_tablas_katz_centrality_1 NUMERIC
@ATTRIBUTE n1_blancas_katz_centrality_1 NUMERIC
@ATTRIBUTE n1_total_load_centrality_1 NUMERIC
@ATTRIBUTE n1_negras_load_centrality_1 NUMERIC
@ATTRIBUTE n1_tablas_load_centrality_1 NUMERIC
@ATTRIBUTE n1_blancas_load_centrality_1 NUMERIC
@ATTRIBUTE n1_total_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n1_negras_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n1_tablas_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n1_blancas_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n1_total_triangles_1 NUMERIC
@ATTRIBUTE n1_total_average_neighbor_degree_weighted_1 NUMERIC
@ATTRIBUTE n1_total_average_neighbor_degree_unweighted_1 NUMERIC
@ATTRIBUTE n1_negras_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n1_tablas_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n1_blancas_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n1_total_number_of_cliques_1 NUMERIC
@ATTRIBUTE n1_total_core_number_1 NUMERIC
@ATTRIBUTE n1_negras_core_number_1 NUMERIC
@ATTRIBUTE n1_tablas_core_number_1 NUMERIC
@ATTRIBUTE n1_blancas_core_number_1 NUMERIC
@ATTRIBUTE n1_total_clustering_1 NUMERIC
@ATTRIBUTE n1_negras_clustering_1 NUMERIC
@ATTRIBUTE n1_tablas_clustering_1 NUMERIC
@ATTRIBUTE n1_blancas_clustering_1 NUMERIC
@ATTRIBUTE n1_total_square_clustering_1 NUMERIC
@ATTRIBUTE n1_negras_square_clustering_1 NUMERIC
@ATTRIBUTE n1_tablas_square_clustering_1 NUMERIC
@ATTRIBUTE n1_blancas_square_clustering_1 NUMERIC


@ATTRIBUTE n2_total_closeness_centrality_1 NUMERIC
@ATTRIBUTE n2_negras_closeness_centrality_1 NUMERIC
@ATTRIBUTE n2_tablas_closeness_centrality_1 NUMERIC
@ATTRIBUTE n2_blancas_closeness_centrality_1 NUMERIC
@ATTRIBUTE n2_total_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n2_negras_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n2_tablas_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n2_blancas_betweenness_centrality_1 NUMERIC
@ATTRIBUTE n2_total_degree_weighted_1 NUMERIC
@ATTRIBUTE n2_total_degree_unweighted_1 NUMERIC
@ATTRIBUTE n2_negras_degree_1 NUMERIC
@ATTRIBUTE n2_tablas_degree_1 NUMERIC
@ATTRIBUTE n2_blancas_degree_1 NUMERIC
@ATTRIBUTE n2_total_in_degree_weighted_1 NUMERIC
@ATTRIBUTE n2_total_in_degree_unweighted_1 NUMERIC
@ATTRIBUTE n2_negras_in_degree_1 NUMERIC
@ATTRIBUTE n2_tablas_in_degree_1 NUMERIC
@ATTRIBUTE n2_blancas_in_degree_1 NUMERIC
@ATTRIBUTE n2_total_out_degree_weighted_1 NUMERIC
@ATTRIBUTE n2_total_out_degree_unweighted_1 NUMERIC
@ATTRIBUTE n2_negras_out_degree_1 NUMERIC
@ATTRIBUTE n2_tablas_out_degree_1 NUMERIC
@ATTRIBUTE n2_blancas_out_degree_1 NUMERIC
@ATTRIBUTE n2_total_eigenvector_centrality_weighted_1 NUMERIC
@ATTRIBUTE n2_total_eigenvector_centrality_unweighted_1 NUMERIC
@ATTRIBUTE n2_total_katz_centrality_weighted_1 NUMERIC
@ATTRIBUTE n2_total_katz_centrality_unweighted_1 NUMERIC
@ATTRIBUTE n2_negras_katz_centrality_1 NUMERIC
@ATTRIBUTE n2_tablas_katz_centrality_1 NUMERIC
@ATTRIBUTE n2_blancas_katz_centrality_1 NUMERIC
@ATTRIBUTE n2_total_load_centrality_1 NUMERIC
@ATTRIBUTE n2_negras_load_centrality_1 NUMERIC
@ATTRIBUTE n2_tablas_load_centrality_1 NUMERIC
@ATTRIBUTE n2_blancas_load_centrality_1 NUMERIC
@ATTRIBUTE n2_total_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n2_negras_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n2_tablas_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n2_blancas_harmonic_centrality_1 NUMERIC
@ATTRIBUTE n2_total_triangles_1 NUMERIC
@ATTRIBUTE n2_total_average_neighbor_degree_weighted_1 NUMERIC
@ATTRIBUTE n2_total_average_neighbor_degree_unweighted_1 NUMERIC
@ATTRIBUTE n2_negras_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n2_tablas_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n2_blancas_average_neighbor_degree_1 NUMERIC
@ATTRIBUTE n2_total_number_of_cliques_1 NUMERIC
@ATTRIBUTE n2_total_core_number_1 NUMERIC
@ATTRIBUTE n2_negras_core_number_1 NUMERIC
@ATTRIBUTE n2_tablas_core_number_1 NUMERIC
@ATTRIBUTE n2_blancas_core_number_1 NUMERIC
@ATTRIBUTE n2_total_clustering_1 NUMERIC
@ATTRIBUTE n2_negras_clustering_1 NUMERIC
@ATTRIBUTE n2_tablas_clustering_1 NUMERIC
@ATTRIBUTE n2_blancas_clustering_1 NUMERIC
@ATTRIBUTE n2_total_square_clustering_1 NUMERIC
@ATTRIBUTE n2_negras_square_clustering_1 NUMERIC
@ATTRIBUTE n2_tablas_square_clustering_1 NUMERIC
@ATTRIBUTE n2_blancas_square_clustering_1 NUMERIC


@ATTRIBUTE class {negras, tablas, blancas}

@DATA
0.07415808059190412,0.003676470588235294,0.0,0.0,0.010016460458722232,1.3566312133709572e-05,0.0,0.0,-1.0,4,2,1,1,0.0,3,1,1,1,-1.0,1,1,0,0,2.8510788183963357e-18,-1.568926544687719e-17,0.05833895834698981,0.0651304130509857,0.06398249274447043,0.05991317538898468,0.062299476841622695,0.009920365747775125,1.3566312133709572e-05,0.0,0.0,32.28989898989897,1.0,1.0,1.0,0,-1.0,1.0,0.0,0.0,0.0,4,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1.0,1,0,0,1,0,0,0,0,0,1.1039126628632008e-17,9.215181103420269e-18,0.0645784411649807,0.05427186285993296,0.05816590249497312,0.054466523080895154,0.06286583572200108,0.0,0.0,0.0,0.0,22.99816849816847,0,0,1.5,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.010212418300653595,0.0,0.003676470588235294,0.003676470588235294,0.0,0.0,0.0,0.0,1.0,2,0,1,1,0,0,0,0,0,1.0,2,0,1,1,-6.009074186154674e-19,3.176852142380609e-21,0.05885749285907829,0.048265585580218755,0.05816590249497312,0.054466523080895154,0.05663588803783881,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,2,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09505672688795705,0.0,0.008272058823529412,0.003676470588235294,0.021698487205460294,0.0,0.00012209680920338616,4.069893640112872e-05,1.0,7,1,4,2,0.0,4,1,2,1,1.0,3,0,2,1,4.540075540311105e-16,1.5947067049618126e-18,0.05949785578040421,0.06978630400636404,0.06398249274447043,0.06590449292788314,0.06292247161003892,0.021903281992378742,0.0,0.00012209680920338616,4.069893640112872e-05,30.810941835941826,1.0,2.5,1.8333333333333333,0,5.0,1.6666666666666667,0.0,0.5,0.0,7,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0.0,2,1,0,1,0,0,0,0,0,6.948687747128996e-18,1.3410407980220776e-17,0.058104116950482086,0.06040523504379891,0.06398249274447043,0.054466523080895154,0.06286583572200108,0.0,0.0,0.0,0.0,30.414116439116427,1.0,0,1.5,0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215623589589289,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1.0,1,0,0,1,-8.522325305842373e-19,-3.3795660654517925e-19,0.05885749285907829,0.048265585580218755,0.05816590249497312,0.054466523080895154,0.05663588803783881,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0,3.0,0.0,0.0,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.0058823529411764705,0.003676470588235294,0.0,0.0,0.0042930594747123945,0.0,0.0,0.0,0.0,3,1,1,1,1.0,2,0,1,1,-1.0,1,1,0,0,-2.9266406008116054e-17,5.2083741520479874e-17,0.06344890701952213,0.06101296554092326,0.05816590249497312,0.05991317538898468,0.062299476841622695,0.004317478836553071,0.0,0.0,0.0,35.76002886002885,0,1.0,1.0,0,-1.0,1.0,0.0,0.0,0.0,3,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010212418300653595,0.0,0.003676470588235294,0.003676470588235294,0.0,0.0,0.0,0.0,1.0,2,0,1,1,0,0,0,0,0,1.0,2,0,1,1,-6.009074186154674e-19,3.176852142380609e-21,0.05885749285907829,0.048265585580218755,0.05816590249497312,0.054466523080895154,0.05663588803783881,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,2,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negras
0.0924094216702225,0.0,0.014350094876660342,0.003676470588235294,0.05799985729404995,0.0,0.0001492294334708053,5.426524853483829e-05,1.0,8,2,3,3,0.0,5,2,1,2,1.0,3,0,2,1,-6.307585791658267e-16,-3.4641207334234377e-17,0.05768100418761471,0.0801082040146717,0.07038074201891749,0.05991317538898468,0.06909578340616335,0.05798354858548585,0.0,0.0001492294334708053,5.426524853483829e-05,42.410714285714306,2.5,1.0,3.0,0,4.0,1.3333333333333333,0.0,1.5,0.0,8,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.003676470588235294,0.0,0.0,0.0042930594747123945,0.0,0.0,0.0,0.0,3,1,1,1,1.0,2,0,1,1,-1.0,1,1,0,0,-2.9266406008116054e-17,5.2083741520479874e-17,0.06344890701952213,0.06101296554092326,0.05816590249497312,0.05991317538898468,0.062299476841622695,0.004317478836553071,0.0,0.0,0.0,35.76002886002885,0,1.0,1.0,0,-1.0,1.0,0.0,0.0,0.0,3,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.0924094216702225,0.0,0.014350094876660342,0.003676470588235294,0.05799985729404995,0.0,0.0001492294334708053,5.426524853483829e-05,1.0,8,2,3,3,0.0,5,2,1,2,1.0,3,0,2,1,-6.307585791658267e-16,-3.4641207334234377e-17,0.05768100418761471,0.0801082040146717,0.07038074201891749,0.05991317538898468,0.06909578340616335,0.05798354858548585,0.0,0.0001492294334708053,5.426524853483829e-05,42.410714285714306,2.5,1.0,3.0,0,4.0,1.3333333333333333,0.0,1.5,0.0,8,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13397196906931785,0.0,0.04472616632860041,0.003676470588235294,0.1004783740064291,0.0,0.01567135156645684,0.0,0.0,8,1,6,1,-1.0,3,1,2,0,1.0,5,0,4,1,5.836663219212663e-16,7.313813658480075e-17,0.053169565925518775,0.06838542028891306,0.06456415176942017,0.0672013323311939,0.05663588803783881,0.10080900441357353,0.0,0.015677569459518124,0.0,42.449242424242435,1.5,10.46825396825397,0,0,14.0,2.8,0.0,2.25,0.0,8,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.09505672688795705,0.0,0.008272058823529412,0.003676470588235294,0.021698487205460294,0.0,0.00012209680920338616,4.069893640112872e-05,1.0,7,1,4,2,0.0,4,1,2,1,1.0,3,0,2,1,4.540075540311105e-16,1.5947067049618126e-18,0.05949785578040421,0.06978630400636404,0.06398249274447043,0.06590449292788314,0.06292247161003892,0.021903281992378742,0.0,0.00012209680920338616,4.069893640112872e-05,30.810941835941826,1.0,2.5,1.8333333333333333,0,5.0,1.6666666666666667,0.0,0.5,0.0,7,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0924094216702225,0.0,0.014350094876660342,0.003676470588235294,0.05799985729404995,0.0,0.0001492294334708053,5.426524853483829e-05,1.0,8,2,3,3,0.0,5,2,1,2,1.0,3,0,2,1,-6.307585791658267e-16,-3.4641207334234377e-17,0.05768100418761471,0.0801082040146717,0.07038074201891749,0.05991317538898468,0.06909578340616335,0.05798354858548585,0.0,0.0001492294334708053,5.426524853483829e-05,42.410714285714306,2.5,1.0,3.0,0,4.0,1.3333333333333333,0.0,1.5,0.0,8,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.09505672688795705,0.0,0.008272058823529412,0.003676470588235294,0.021698487205460294,0.0,0.00012209680920338616,4.069893640112872e-05,1.0,7,1,4,2,0.0,4,1,2,1,1.0,3,0,2,1,4.540075540311105e-16,1.5947067049618126e-18,0.05949785578040421,0.06978630400636404,0.06398249274447043,0.06590449292788314,0.06292247161003892,0.021903281992378742,0.0,0.00012209680920338616,4.069893640112872e-05,30.810941835941826,1.0,2.5,1.8333333333333333,0,5.0,1.6666666666666667,0.0,0.5,0.0,7,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13397196906931785,0.0,0.04472616632860041,0.003676470588235294,0.1004783740064291,0.0,0.01567135156645684,0.0,0.0,8,1,6,1,-1.0,3,1,2,0,1.0,5,0,4,1,5.836663219212663e-16,7.313813658480075e-17,0.053169565925518775,0.06838542028891306,0.06456415176942017,0.0672013323311939,0.05663588803783881,0.10080900441357353,0.0,0.015677569459518124,0.0,42.449242424242435,1.5,10.46825396825397,0,0,14.0,2.8,0.0,2.25,0.0,8,3,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
0.09505672688795705,0.0,0.008272058823529412,0.003676470588235294,0.021698487205460294,0.0,0.00012209680920338616,4.069893640112872e-05,1.0,7,1,4,2,0.0,4,1,2,1,1.0,3,0,2,1,4.540075540311105e-16,1.5947067049618126e-18,0.05949785578040421,0.06978630400636404,0.06398249274447043,0.06590449292788314,0.06292247161003892,0.021903281992378742,0.0,0.00012209680920338616,4.069893640112872e-05,30.810941835941826,1.0,2.5,1.8333333333333333,0,5.0,1.6666666666666667,0.0,0.5,0.0,7,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.003676470588235294,0.0,0.0,0.0042930594747123945,0.0,0.0,0.0,0.0,3,1,1,1,1.0,2,0,1,1,-1.0,1,1,0,0,-2.9266406008116054e-17,5.2083741520479874e-17,0.06344890701952213,0.06101296554092326,0.05816590249497312,0.05991317538898468,0.062299476841622695,0.004317478836553071,0.0,0.0,0.0,35.76002886002885,0,1.0,1.0,0,-1.0,1.0,0.0,0.0,0.0,3,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blancas
0.01750700280112045,0.0,0.004901960784313725,0.003676470588235294,0.0008343281962231387,0.0,0.00017636205773822444,1.3566312133709572e-05,2.0,8,0,6,2,1.0,6,0,5,1,1.0,2,0,1,1,2.488267239289509e-18,-2.4871382816626887e-17,0.06474324214498613,0.08074615237943429,0.05816590249497312,0.08341719751128089,0.062299476841622695,0.0008309366181897113,0.0,0.00017636205773822444,1.3566312133709572e-05,8.116666666666667,0,6.5,1.0,6,5.0,2.5,0.0,1.0,0.0,5,3,0,2,1,0.21428571428571427,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.01533975659229209,0.0,0.0058823529411764705,0.004901960784313725,0.0,0.0,0.0,0.0,1.0,2,0,1,1,0,0,0,0,0,1.0,2,0,1,1,1.7981442082960394e-18,-4.0277310061250596e-19,0.05885749285907829,0.048265585580218755,0.05816590249497312,0.054466523080895154,0.05663588803783881,0.0,0.0,0.0,0.0,0,0,0,0,1,4.0,2.0,0.0,1.0,1.0,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tablas
